NAME,pop_total_hispanic_base,pop_hispanic,LocationID,pct_hispanic
"Nassau County, Florida",94653.0,5052.0,12089,5.3373902570441505
"Okaloosa County, Florida",214281.0,23230.0,12091,10.840905166580331
"Okeechobee County, Florida",40249.0,10281.0,12093,25.543491763770525
"Orange County, Florida",1440471.0,478735.0,12095,33.23461562225133
"Osceola County, Florida",406943.0,223890.0,12097,55.01753316803581
"Palm Beach County, Florida",1507453.0,358640.0,12099,23.79112317266276
"Pasco County, Florida",588758.0,104251.0,12101,17.706935617010725
"Pinellas County, Florida",960565.0,104765.0,12103,10.90660184370657
"Polk County, Florida",760961.0,211002.0,12105,27.728359272025767
"Putnam County, Florida",74235.0,8092.0,12107,10.9005186232909
"St. Johns County, Florida",292243.0,25354.0,12109,8.675656901961723
"St. Lucie County, Florida",346237.0,72914.0,12111,21.058985608123916
"Santa Rosa County, Florida",193719.0,12751.0,12113,6.582214444633721
"Sarasota County, Florida",449011.0,45922.0,12115,10.227366367416387
"Seminole County, Florida",474912.0,110154.0,12117,23.194612896705074
"Sumter County, Florida",137536.0,8369.0,12119,6.084952303396928
"Suwannee County, Florida",44484.0,5040.0,12121,11.32991637442676
"Taylor County, Florida",21422.0,879.0,12123,4.103258332555317
"Union County, Florida",15551.0,799.0,12125,5.1379332518809075
"Volusia County, Florida",568229.0,89077.0,12127,15.676250244179723
"Wakulla County, Florida",34608.0,1625.0,12129,4.6954461396208975
"Walton County, Florida",79846.0,6563.0,12131,8.219572677404003
"Washington County, Florida",25259.0,973.0,12133,3.852092323528247
"Appling County, Georgia",18426.0,1909.0,13001,10.36036036036036
"Atkinson County, Georgia",8261.0,2177.0,13003,26.3527417988137
"Bacon County, Georgia",11129.0,929.0,13005,8.347560427711384
"Baker County, Georgia",2830.0,73.0,13007,2.5795053003533566
"Baldwin County, Georgia",43669.0,1206.0,13009,2.761684490141748
"Banks County, Georgia",18757.0,1299.0,13011,6.925414511915553
"Barrow County, Georgia",86982.0,12347.0,13013,14.194890896967188
"Bartow County, Georgia",111153.0,11401.0,13015,10.257033098521857
"Ben Hill County, Georgia",17138.0,1108.0,13017,6.4651651301202016
"Berrien County, Georgia",18257.0,1079.0,13019,5.910061894068028
"Bibb County, Georgia",156543.0,6967.0,13021,4.450534357971931
"Bleckley County, Georgia",12414.0,464.0,13023,3.737715482519736
"Brantley County, Georgia",18171.0,378.0,13025,2.080237741456166
"Brooks County, Georgia",16285.0,1048.0,13027,6.4353699723672095
"Bryan County, Georgia",46681.0,3672.0,13029,7.866155395128639
"Bulloch County, Georgia",81372.0,4105.0,13031,5.04473283193236
"Burke County, Georgia",24427.0,841.0,13033,3.442911532320793
"Butts County, Georgia",26074.0,941.0,13035,3.608959116361126
"Calhoun County, Georgia",5528.0,267.0,13037,4.8299565846599135
"Camden County, Georgia",56036.0,4106.0,13039,7.327432364908273
"Candler County, Georgia",10972.0,1398.0,13043,12.741523878964637
"Carroll County, Georgia",122187.0,10112.0,13045,8.275839491926309
"Catoosa County, Georgia",68356.0,2595.0,13047,3.796301714553221
"Charlton County, Georgia",12711.0,1967.0,13049,15.47478561875541
"Chatham County, Georgia",298143.0,23945.0,13051,8.031380914527594
"Chattahoochee County, Georgia",9181.0,1600.0,13053,17.427295501579348
"Chattooga County, Georgia",24975.0,1361.0,13055,5.449449449449449
"Cherokee County, Georgia",274539.0,33341.0,13057,12.144358360742919
